image,#non-text,#text,#regions,average area,std area,average height,std height,average width,std width
MariaSamaNihaNaisyo_003_gt.png,957431,10159,76,133.67105263157896,219.21579059515852,17.11842105263158,12.33412799092011,14.328947368421053,12.047480800101274
MariaSamaNihaNaisyo_004_gt.png,925319,42271,7,6038.714285714285,4375.9112590338,148.0,71.00503000291096,89.14285714285714,56.66046384618913
MariaSamaNihaNaisyo_005_gt.png,925288,42302,9,4700.222222222223,3018.3696032342355,150.55555555555554,68.12262001732385,109.0,67.57876063445444
MariaSamaNihaNaisyo_006_gt.png,967590,0,0,,,,,,
MariaSamaNihaNaisyo_007_gt.png,957292,10298,54,190.7037037037037,226.13922535805642,18.24074074074074,16.550635195581744,15.018518518518519,9.861054599038209
MariaSamaNihaNaisyo_008_gt.png,948150,19440,128,151.875,190.75946077455765,14.8203125,9.835707900417933,13.375,8.705242673240075
MariaSamaNihaNaisyo_009_gt.png,954553,13037,191,68.2565445026178,128.14178235014157,10.811518324607329,7.193370515278845,9.476439790575917,6.557695602732913
MariaSamaNihaNaisyo_010_gt.png,948946,18644,124,150.3548387096774,148.22515532167702,15.016129032258064,8.256946118823661,13.903225806451612,7.932598478835974
MariaSamaNihaNaisyo_011_gt.png,951693,15897,190,83.66842105263157,107.62699012222761,11.305263157894737,7.821796380305386,10.263157894736842,7.010834511954809
MariaSamaNihaNaisyo_012_gt.png,954901,12689,130,97.6076923076923,113.87506623514724,14.03076923076923,7.378699553484457,11.96923076923077,7.689091635395874
MariaSamaNihaNaisyo_013_gt.png,952359,15231,258,59.03488372093023,55.634071807811374,11.15891472868217,5.7460753360813674,9.771317829457365,4.959333754304234
MariaSamaNihaNaisyo_014_gt.png,953651,13939,172,81.04069767441861,71.51860691034865,13.005813953488373,8.587780050626868,11.046511627906977,5.2037709420483385
MariaSamaNihaNaisyo_015_gt.png,953294,14296,169,84.59171597633136,88.16635796570641,13.355029585798816,10.690010330075124,10.804733727810651,5.1443978911848305
MariaSamaNihaNaisyo_016_gt.png,955337,12253,189,64.83068783068784,46.90103179168634,12.074074074074074,7.6070709806446475,10.005291005291005,4.454944764172039
