image,#non-text,#text,#regions,average area,std area,average height,std height,average width,std width
EvaLady_004_ide.png,958009,9581,199,48.14572864321608,44.33102829503518,10.185929648241206,5.718751929681999,8.889447236180905,4.975097705763109
EvaLady_006_ide.png,960192,7398,113,65.46902654867256,83.44401660935281,10.460176991150442,7.484539106210278,8.575221238938052,6.517241000667986
EvaLady_007_ide.png,955905,11685,21,556.4285714285714,735.2765965739612,34.42857142857143,50.69570417470011,25.38095238095238,26.14151267251488
EvaLady_011_ide.png,951136,16454,424,38.806603773584904,40.523232956174205,8.709905660377359,5.219095561653003,7.955188679245283,4.99295460815709
EvaLady_015_ide.png,960997,6593,70,94.18571428571428,113.61341631755882,13.9,9.146662154656669,12.0,7.848566748139434
EvaLady_016_ide.png,946272,21318,261,81.67816091954023,230.73478302537572,10.854406130268199,8.818403655884852,9.758620689655173,8.163978704594584
EvaLady_017_ide.png,949109,18481,192,96.25520833333333,157.89481755388067,13.552083333333334,10.899034544080294,10.5625,9.134199130191984
EvaLady_018_ide.png,933651,33939,463,73.3023758099352,91.07872449057842,11.028077753779698,6.605945844088813,9.967602591792657,6.596110189377043
EvaLady_019_ide.png,951950,15640,300,52.13333333333333,51.618687399902846,10.0,5.732945723331651,8.743333333333334,5.073866594838913
EvaLady_020_ide.png,945818,21772,318,68.46540880503144,92.09178357590524,11.345911949685535,7.431013898827952,9.716981132075471,6.240597531735492
EvaLady_021_ide.png,948439,19151,412,46.48300970873787,49.48621660280871,9.087378640776699,5.350994456375856,8.155339805825243,5.1066438384029675
EvaLady_022_ide.png,960160,7430,141,52.695035460992905,55.21870677759696,10.425531914893616,5.3584083094407395,8.645390070921986,4.438923183863609
EvaLady_023_ide.png,955653,11937,279,42.784946236559136,46.37540044264574,8.85663082437276,5.412141280165293,8.32258064516129,5.258537261330475
EvaLady_024_ide.png,947811,19779,296,66.82094594594595,88.59102644553089,10.202702702702704,6.832414257587869,9.216216216216216,6.378850761252503
EvaLady_026_ide.png,957687,9903,220,45.013636363636365,45.59669839976002,9.45,7.292726762766012,7.9772727272727275,4.946480090858165
EvaLady_027_ide.png,957061,10529,171,61.57309941520468,71.07404245064907,10.730994152046783,6.260255086536316,9.47953216374269,5.990576597312127
EvaLady_028_ide.png,943878,23712,366,64.78688524590164,84.05923258096985,10.363387978142077,7.347106303522858,9.193989071038251,6.065495618065908
EvaLady_031_ide.png,954000,13590,194,70.05154639175258,108.46191513010983,11.45360824742268,7.066722681326708,9.881443298969073,6.884269082733913
EvaLady_032_ide.png,955190,12400,234,52.99145299145299,45.68593935943282,10.085470085470085,5.4898081942622445,9.320512820512821,5.117826035218344
EvaLady_034_ide.png,901240,66350,739,89.78349120433018,153.54377423727297,10.884979702300406,6.436661662868435,12.37212449255751,17.255724698315877
EvaLady_035_ide.png,948985,18605,278,66.92446043165468,85.42659379178792,11.043165467625899,7.6448793259195575,9.535971223021583,5.978721347312665
EvaLady_038_ide.png,947981,19609,270,72.62592592592593,84.57009406006266,11.325925925925926,7.035181041793405,10.248148148148148,6.02721423092456
EvaLady_039_ide.png,944080,23510,311,75.59485530546624,72.56315470317878,11.054662379421222,5.8551845109882334,10.327974276527332,5.62851794208908
EvaLady_041_ide.png,935387,32203,411,78.35279805352798,86.42462708127142,11.445255474452555,7.1768616866654185,10.574209245742093,6.301524671259614
EvaLady_042_ide.png,958506,9084,162,56.074074074074076,47.68978402850941,11.228395061728396,8.014088436843947,8.993827160493828,4.778419741858784
EvaLady_043_ide.png,963871,3719,93,39.98924731182796,32.692603689406575,9.827956989247312,7.9954606152343075,8.129032258064516,4.777244012377652
EvaLady_044_ide.png,955855,11735,238,49.30672268907563,42.07429449588501,9.911764705882353,5.245705349798594,9.596638655462185,4.914939201742488
EvaLady_046_ide.png,957411,10179,202,50.39108910891089,52.80414512496342,9.747524752475247,7.209085220382255,8.816831683168317,5.368694907635692
EvaLady_047_ide.png,954511,13079,159,82.25786163522012,104.1417885564161,12.70440251572327,6.785624333765272,11.08805031446541,6.359644434306197
EvaLady_050_ide.png,953062,14528,209,69.51196172248804,58.92555599044632,12.267942583732058,5.776952730322277,11.076555023923445,5.531456421387518
EvaLady_051_ide.png,960357,7233,141,51.297872340425535,55.30030775706638,10.47517730496454,6.375464450091346,9.617021276595745,5.500044583272669
EvaLady_054_ide.png,953394,14196,169,84.0,285.697174889156,11.331360946745562,10.218165685784484,9.544378698224852,8.75164132019909
EvaLady_055_ide.png,949974,17616,361,48.797783933518005,53.851962832437444,9.470914127423823,5.649000254338136,8.709141274238227,5.670661198799055
EvaLady_056_ide.png,907230,60360,718,84.06685236768803,142.32934261885444,10.555710306406684,5.792280857458183,11.891364902506965,9.255091684714577
EvaLady_057_ide.png,945920,21670,133,162.93233082706766,328.8418546135742,13.766917293233083,10.513784162432296,12.278195488721805,10.220393429634742
EvaLady_058_ide.png,967506,84,9,9.333333333333334,0.6666666666666666,3.6666666666666665,0.4714045207910317,3.111111111111111,0.3142696805273545
EvaLady_059_ide.png,959274,8316,119,69.88235294117646,66.26039496322186,13.15126050420168,8.891161370258075,10.260504201680673,5.881836712042014
EvaLady_060_ide.png,964487,3103,40,77.575,62.60386869036131,12.45,5.0246890451051796,10.6,5.146843692983109
EvaLady_061_ide.png,960218,7372,50,147.44,128.29000896406546,17.96,9.316565890927837,14.66,8.332130579869713
EvaLady_062_ide.png,961609,5981,155,38.58709677419355,32.788036192759876,9.503225806451614,5.183564838302152,8.174193548387096,4.724880455353101
EvaLady_063_ide.png,950890,16700,251,66.53386454183267,54.42815587540687,11.709163346613545,5.585185628356354,10.52988047808765,5.0173110274203525
EvaLady_064_ide.png,948927,18663,224,83.31696428571429,73.21520673963366,12.90625,8.408921508582418,11.446428571428571,5.498115400679007
EvaLady_065_ide.png,957661,9929,199,49.89447236180904,41.458266472350864,10.055276381909549,5.504859415545466,8.793969849246231,4.489268478992749
EvaLady_066_ide.png,953486,14104,199,70.87437185929649,82.38919342028198,11.834170854271356,5.503551908449649,10.849246231155778,5.454000139556726
EvaLady_067_ide.png,960317,7273,114,63.79824561403509,73.69557817492284,11.324561403508772,7.134664100374802,10.394736842105264,6.095178452625027
EvaLady_068_ide.png,951559,16031,232,69.09913793103448,75.49602409683077,11.21551724137931,7.142401357124539,9.663793103448276,5.658292610632526
EvaLady_069_ide.png,947411,20179,263,76.72623574144487,74.87612809723912,11.745247148288973,6.634376300247849,10.688212927756654,5.660359613210056
EvaLady_070_ide.png,951591,15999,236,67.79237288135593,66.51381996932523,10.927966101694915,5.573763989962264,10.377118644067796,5.32162061171934
EvaLady_071_ide.png,957593,9997,161,62.09316770186335,46.068919642709346,12.360248447204969,6.675767613555722,10.298136645962733,5.015311611971764
EvaLady_072_ide.png,966392,1198,8,149.75,159.19857882531488,15.625,10.676346519292075,16.625,11.346117177254957
EvaLady_073_ide.png,966495,1095,19,57.63157894736842,49.6452791271455,11.526315789473685,5.255257227943838,8.368421052631579,4.306794220100797
EvaLady_074_ide.png,959747,7843,20,392.15,498.514922043463,23.55,15.477322119798371,20.55,15.503144842257006
EvaLady_075_ide.png,963922,3668,53,69.20754716981132,58.19108357120678,13.433962264150944,7.534848432731502,10.735849056603774,5.463950272558278
EvaLady_076_ide.png,951990,15600,107,145.79439252336448,343.7170303867733,14.261682242990654,10.966675476270566,11.906542056074766,8.842899586072024
EvaLady_077_ide.png,945435,22155,68,325.80882352941177,661.950554785604,19.264705882352942,18.04619696538567,15.764705882352942,15.52523339509968
EvaLady_078_ide.png,960999,6591,48,137.3125,173.72489701752596,14.604166666666666,11.966515058231819,11.958333333333334,10.92580724197937
EvaLady_079_ide.png,955664,11926,38,313.8421052631579,351.1018390510673,20.289473684210527,11.831954714017908,18.342105263157894,12.693297683982001
EvaLady_080_ide.png,957473,10117,120,84.30833333333334,96.25623753237444,11.85,6.660392881304625,11.416666666666666,6.4583064515569575
EvaLady_081_ide.png,954752,12838,181,70.92817679558011,51.92781146802016,12.243093922651934,5.317179426865045,11.7292817679558,5.008134160686547
EvaLady_082_ide.png,904876,62714,1123,55.845057880676755,115.51867253577123,9.397150489759573,5.528753535462804,9.692787177203918,16.77749763966893
EvaLady_083_ide.png,963937,3653,70,52.18571428571428,39.55982552942274,10.957142857142857,6.010551945859676,9.457142857142857,4.782962961792361
EvaLady_084_ide.png,956229,11361,76,149.48684210526315,221.69363007615598,14.93421052631579,10.369915401263546,14.263157894736842,9.942424279521399
EvaLady_085_ide.png,964039,3551,20,177.55,118.75583143576571,19.75,9.093266739736606,15.1,9.756536270623913
EvaLady_086_ide.png,954403,13187,230,57.334782608695654,62.80733901104546,10.373913043478261,7.239938589176518,9.769565217391305,6.737560827029364
EvaLady_087_ide.png,945718,21872,210,104.15238095238095,155.85058662537628,13.209523809523809,9.035058951076804,11.661904761904761,7.748116587764821
EvaLady_088_ide.png,948089,19501,208,93.7548076923077,120.18916370887992,14.125,8.220737731259515,12.201923076923077,6.521237211090669
